Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Lopes Brasil , ON , LPSB3 ," R$234,762 ",-,-, Dividendos , Novo Mercado , Financeiro , Exploração de imóveis , Intermediação imobiliária ,18.90,5.3%,4.20,1.20,1.20,1.71, R$0.08 , R$0.09 ,4.4%,83%," R$196,834 ", R$-   ," R$27,957 ","-R$27,957 ",0.00,-1.49, Empresa com Mais Caixa que Dívida ,"-R$332,905 ","-R$13,569 ","-R$57,546 ","-R$16,222 "," R$24,870 "," R$41,400 ",-166%," R$8,434 ",304%,175%,14%,6%,7%,1.30,30/09/2022, R$845 , 959 , Liquidez Baixa 
Lojas Marisa , ON , AMAR3 ," R$232,999 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,-1.10,-92.5%,7.30,0.20,0.10,0.68, R$-   ,-R$0.63 ,0.0%,0%," R$973,981 "," R$1,712,555 "," R$183,281 "," R$1,529,274 ",1.76,6.36, Dívida Alta ," R$269,538 "," R$180,735 "," R$265,589 "," R$417,904 "," R$394,922 "," R$240,479 ",-2%," R$133,042 ",71%,35%,-22%,-1%,-6%,2.56,30/09/2022," R$28,506 "," 14,600 ", Liquidez Alta 
Paranapanema , ON , PMAM3 ," R$216,144 ",-,-," Alerta, Prejuízo ", Novo Mercado , Materiais básicos , Siderurgia e metalurgia , Artefatos de cobre ,-0.20,-415.4%,-8.50,-0.10,0.10,4.98, R$-   ,-R$20.69 ,0.0%,0%,"-R$1,621,541 "," R$3,159,879 "," R$25,507 "," R$3,134,372 ",-1.95,-, Patrimônio Líquido Negativo ," R$265,725 "," R$108,366 ","-R$214,705 "," R$82,708 "," R$274,680 ","-R$390,162 ",-208%," R$269,232 ",47%,103%,,-19%,-36%,0.99,30/09/2022, R$708 , 636 , Liquidez Baixa 
Inepar , ON , INEP3 ," R$212,338 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,0.20,499.8%,0.80,-0.20,9.10,1.26, R$-   , R$6.30 ,0.0%,0%,"-R$1,444,045 "," R$796,950 "," R$1,050 "," R$795,900 ",-0.55,0.62, Patrimônio Líquido Negativo ,"-R$208,101 ","-R$386,959 ","-R$127,026 ","-R$225,050 ", - ," R$1,274,033 ",-244%," R$115,099 ",17%,246%,,148%,83%,1.79,30/09/2022," R$15,584 "," 2,980 ", Liquidez Alta 
Inepar , PN , INEP4 ," R$212,338 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,0.20,649.2%,0.80,-0.10,7.00,0.97, R$-   , R$6.30 ,0.0%,0%,"-R$1,444,045 "," R$796,950 "," R$1,050 "," R$795,900 ",-0.55,0.62, Patrimônio Líquido Negativo ,"-R$208,101 ","-R$386,959 ","-R$127,026 ","-R$225,050 ", - ," R$1,274,033 ",-244%," R$115,099 ",17%,246%,,148%,83%,1.80,30/09/2022," R$2,116 "," 1,614 ", Liquidez Moderada 
G2d Invest , A , G2DI33 ," R$202,630 ",-,-, Crescimento , BDR nível 3 , Financeiro , Serviços financeiros diversos , Gestão de recursos e investimentos ,-,-,-,-,-,1.98, R$-   ,-R$2.51 ,0.0%,0%," R$764,046 "," R$109,294 "," R$53,023 "," R$56,271 ",0.14,-, Baixo Endividamento , - , - , - , R$880 ," R$35,103 ","-R$252,255 ",-,"-R$195,521 ",100%,N/D,-24%,-20%,-29%,-,30/09/2022, R$563 ," 20,487 ", Liquidez Baixa 
Technos , ON , TECN3 ," R$183,164 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Acessórios ,5.10,19.5%,3.10,0.50,0.50,2.52, R$0.08 , R$0.49 ,3.3%,17%," R$342,793 "," R$124,089 "," R$80,827 "," R$43,262 ",0.36,0.49, Baixo Endividamento ," R$45,330 "," R$21,867 "," R$9,269 "," R$8,380 ","-R$114,391 "," R$69,716 ",9%," R$9,203 ",54%,47%,11%,8%,6%,0.78,30/09/2022," R$4,129 "," 2,706 ", Liquidez Moderada 
Tecnisa , ON , TCSA3 ," R$180,367 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-2.40,-40.9%,-17.30,0.30,1.00,2.45, R$-   ,-R$1.00 ,0.0%,0%," R$575,508 "," R$578,177 "," R$88,982 "," R$489,195 ",1.00,-, Baixo Endividamento ," R$263,866 ","-R$455,211 ","-R$464,405 ","-R$209,001 ","-R$204,252 ","-R$41,065 ",-169%,"-R$95,553 ",61%,-1744%,-11%,-2%,-5%,1.81,30/09/2022, R$807 , 893 , Liquidez Baixa 
D1000vfarma , ON , DMVF3 ," R$178,123 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,7.60,13.1%,1.20,0.20,0.10,3.52, R$-   , R$0.46 ,0.0%,0%," R$846,554 "," R$29,629 "," R$53,619 ","-R$23,990 ",0.03,-0.19, Empresa com Mais Caixa que Dívida , - , - ,"-R$16,464 "," R$31,584 "," R$50,438 "," R$128,241 ",-," R$89,166 ",46%,42%,3%,2%,2%,-,30/09/2022, R$582 , 405 , Liquidez Baixa 
Time For Fun , ON , SHOW3 ," R$175,948 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Produção de eventos e shows ,-11.20,-8.9%,2.20,1.20,0.60,2.61, R$-   ,-R$0.23 ,0.0%,0%," R$141,721 "," R$117,116 "," R$227,059 ","-R$109,943 ",0.83,-3.88, Empresa com Mais Caixa que Dívida ," R$41,676 "," R$64,624 "," R$75,013 "," R$37,442 ","-R$30,349 "," R$29,077 ",-7%," R$63,604 ",4%,44%,-9%,15%,-2%,1.84,30/09/2022," R$2,133 "," 2,524 ", Liquidez Moderada 
Aco Altona , PN , EALT4 ," R$174,375 ",-,-, Crescimento , Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,3.90,25.6%,3.70,0.80,0.30,7.49, R$0.30 , R$1.92 ,4.0%,16%," R$204,685 "," R$128,135 "," R$8,139 "," R$119,996 ",0.63,1.51, Baixo Endividamento ," R$18,543 "," R$12,790 "," R$57,679 "," R$30,090 "," R$37,245 "," R$78,491 ",33%," R$78,183 ",102%,483%,22%,11%,8%,0.50,30/09/2022, R$412 , 151 , Liquidez Baixa 
Unicasa , ON , UCAS3 ," R$163,233 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Utilidades domésticas , Móveis ,4.30,23.0%,3.30,0.80,0.60,2.47, R$0.18 , R$0.57 ,7.4%,32%," R$196,055 "," R$11,191 "," R$14,565 ","-R$3,374 ",0.06,-0.56, Empresa com Mais Caixa que Dívida ," R$18,696 ","-R$19,824 ","-R$4,107 "," R$10,482 "," R$28,741 "," R$42,232 ",18%," R$15,025 ",338%,513%,23%,12%,13%,0.43,30/09/2022, R$375 , 200 , Liquidez Baixa 
Lupatech , ON , LUPA3 ," R$155,105 ",-,-," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Equipamentos e serviços ,-5.40,-18.5%,-10.40,1.30,1.30,5.11, R$-   ,-R$0.94 ,0.0%,0%," R$113,746 "," R$145,734 "," R$12,606 "," R$133,128 ",1.28,-, Baixo Endividamento ,"-R$228,740 ","-R$41,556 ","-R$40,690 ","-R$43,499 ","-R$13,405 ","-R$27,697 ",-34%,"-R$25,323 ",44%,-196%,-21%,-5%,-5%,1.90,30/09/2022," R$30,509 "," 7,515 ", Liquidez Alta 
Enjoei , ON , ENJU3 ," R$150,182 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-1.60,-62.6%,1.70,0.40,1.10,0.75, R$-   ,-R$0.47 ,0.0%,0%," R$383,688 ", R$-   ," R$321,681 ","-R$321,681 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - ,"-R$105,732 ",-,"-R$45,123 ",-87%,242%,-21%,-130%,-21%,-,30/09/2022," R$3,418 "," 4,239 ", Liquidez Moderada 
Triunfo Part , ON , TPIS3 ," R$144,011 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Transporte , Exploração de rodovias ,-52.70,-1.9%,3.60,0.20,0.10,0.83, R$0.02 ,-R$0.02 ,2.3%,-119%," R$926,523 "," R$1,710,538 "," R$74,543 "," R$1,635,995 ",1.85,3.28, Dívida Alta ," R$1,052,218 "," R$696,743 "," R$784,070 "," R$193,258 "," R$364,023 "," R$498,790 ",-14%," R$272,016 ",52%,59%,-1%,6%,0%,2.08,30/09/2022," R$1,043 ", 821 , Liquidez Moderada 
Mundial , ON , MNDL3 ," R$141,306 ",-,-," Alerta, Prejuízo ", Tradicional , Consumo cíclico , Tecidos vestuário e calçados , Acessórios ,-0.20,-451.4%,4.20,-0.20,0.20,56.99, R$-   ,-R$257.26 ,0.0%,0%,"-R$752,804 "," R$342,633 "," R$3,101 "," R$339,532 ",-0.46,2.99, Patrimônio Líquido Negativo ," R$25,712 "," R$61,042 "," R$41,954 "," R$69,424 "," R$68,754 "," R$112,382 ",34%,"-R$53,897 ",-40%,143%,,,-49%,0.28,30/09/2022, R$959 , 140 , Liquidez Baixa 
Getninjas , ON , NINJ3 ," R$126,566 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-5.70,-17.5%,-,0.50,2.20,2.52, R$-   ,-R$0.44 ,0.0%,0%," R$277,516 "," R$1,268 "," R$184,999 ","-R$183,731 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - , - ,"-R$6,932 ","-R$2,231 ", - ,-,"-R$19,355 ",-51%,N/D,-8%,-16958%,-7%,-,30/09/2022," R$1,715 "," 2,445 ", Liquidez Moderada 
Azevedo , ON , AZEV3 ," R$121,390 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Construção e engenharia , Construção pesada ,8.60,11.6%,12.80,1.00,0.30,1.54, R$-   , R$0.18 ,0.0%,0%," R$124,647 "," R$46,778 "," R$15,994 "," R$30,784 ",0.38,2.59, Baixo Endividamento ," R$14,180 ","-R$42,632 ","-R$70,854 ","-R$80,278 ","-R$18,603 "," R$11,881 ",-3%,"-R$121,713 ",-66%,345%,23%,-2%,2%,1.12,30/09/2022, R$635 , 556 , Liquidez Baixa 
Azevedo , PN , AZEV4 ," R$121,390 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Construção e engenharia , Construção pesada ,8.90,11.3%,12.80,1.00,0.30,1.59, R$-   , R$0.18 ,0.0%,0%," R$124,647 "," R$46,778 "," R$15,994 "," R$30,784 ",0.38,2.59, Baixo Endividamento ," R$14,180 ","-R$42,632 ","-R$70,854 ","-R$80,278 ","-R$18,603 "," R$11,881 ",-3%,"-R$121,713 ",-66%,345%,23%,-2%,2%,1.18,30/09/2022," R$1,901 "," 2,075 ", Liquidez Moderada 
Westwing , ON , WEST3 ," R$104,814 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-2.30,-44.4%,-,0.30,0.40,0.95, R$-   ,-R$0.42 ,0.0%,0%," R$351,390 "," R$29,702 "," R$156,851 ","-R$127,149 ",0.08,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-,"-R$110,125 ",-,N/D,-12%,-22%,-11%,-,30/09/2022," R$1,064 ", 840 , Liquidez Moderada 
Viver , ON , VIVR3 ," R$96,218 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-2.00,-50.9%,-5.20,-0.40,0.70,0.43, R$-   ,-R$0.22 ,0.0%,0%,"-R$174,609 "," R$240,114 "," R$12,540 "," R$227,574 ",-1.38,-, Patrimônio Líquido Negativo ,"-R$153,727 ","-R$242,723 ","-R$94,666 ","-R$81,863 ","-R$161,489 ","-R$62,280 ",-17%,"-R$98,732 ",-4%,292%,,-23%,-10%,2.12,30/09/2022," R$13,957 "," 4,846 ", Liquidez Alta 
IGB S/A , ON , IGBR3 ," R$82,233 ",-,-, Crescimento , Tradicional , Financeiro , Exploração de imóveis , Exploração de imóveis ,0.20,475.7%,-,-0.10,11.30,65.76, R$-   , R$312.84 ,0.0%,0%,"-R$650,957 "," R$352,009 ", R$724 ," R$351,285 ",-0.54,-, Patrimônio Líquido Negativo , - , - , - , - , - , - ,-," R$33,220 ",-,N/D,,,184%,1.42,30/09/2022," R$1,298 ", 179 , Liquidez Moderada 
Atompar , ON , ATOM3 ," R$65,464 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Outros , Outros , Outros ,6.50,15.3%,4.30,2.80,1.80,2.75, R$0.06 , R$0.42 ,2.2%,14%," R$23,460 ", R$-   ," R$23,650 ","-R$23,650 ",0.00,-2.46, Empresa com Mais Caixa que Dívida ,-R$163 , - , - , - ," R$2,502 "," R$9,626 ",-326%," R$7,620 ",3%,131%,63%,76%,29%,1.02,31/12/2022, R$427 , 363 , Liquidez Baixa 
Springs , ON , SGPS3 ," R$62,000 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Fios e tecidos ,-0.10,-732.8%,-182.70,0.10,0.00,1.24, R$-   ,-R$9.09 ,0.0%,0%," R$605,751 "," R$1,060,422 "," R$240,172 "," R$820,250 ",1.75,-, Dívida Alta ," R$233,024 "," R$246,600 "," R$254,605 "," R$340,759 "," R$172,420 ","-R$4,727 ",-146%," R$148,499 ",18%,26%,-44%,-3%,-16%,1.62,30/09/2022, R$549 ," 1,098 ", Liquidez Baixa 
Rossi Resid , ON , RSID3 ," R$61,240 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-0.10,-684.4%,-2.40,-0.10,4.30,3.10, R$-   ,-R$21.22 ,0.0%,0%,"-R$913,959 "," R$611,385 "," R$9,752 "," R$601,633 ",-0.67,-, Patrimônio Líquido Negativo ,"-R$317,061 ","-R$292,287 ","-R$418,023 ","-R$427,388 ","-R$288,181 ","-R$272,673 ",-3%, R$370 ,0%,0%,,,-48%,0.75,30/09/2022, R$683 , 512 , Liquidez Baixa 
Minupar , ON , MNPR3 ," R$56,800 ",-,-, Crescimento , Tradicional , Consumo não cíclico , Alimentos processados , Carnes e derivados ,1.40,73.0%,0.70,-0.20,0.20,8.00, R$-   , R$5.84 ,0.0%,0%,"-R$319,878 ", R$496 , R$273 , R$223 ,0.00,0.00, Patrimônio Líquido Negativo ," R$29,177 "," R$30,681 "," R$11,553 "," R$15,665 "," R$39,285 "," R$78,971 ",22%," R$9,861 ",103%,153%,,,14%,0.66,30/09/2022, R$731 , 227 , Liquidez Baixa 
Recrusul , ON , RCSL3 ," R$39,657 ",-,-," Alerta, Prejuízo ", Tradicional , Bens industriais , Material de transporte , Material rodoviário ,-25.20,-4.0%,24.60,-2.00,1.10,2.07, R$-   ,-R$0.08 ,0.0%,0%,"-R$39,014 ", R$6 , R$911 ,-R$905 ,0.00,-0.58, Patrimônio Líquido Negativo ,"-R$4,961 ","-R$6,129 ","-R$25,992 ","-R$4,684 ", R$909 ," R$1,570 ",-179%,"-R$1,828 ",-462%,765%,,1%,-5%,1.79,30/09/2022," R$15,985 "," 13,651 ", Liquidez Alta 
Recrusul , PN , RCSL4 ," R$39,657 ",-,-," Alerta, Prejuízo ", Tradicional , Bens industriais , Material de transporte , Material rodoviário ,-6.50,-15.5%,24.60,-0.50,0.30,0.53, R$-   ,-R$0.08 ,0.0%,0%,"-R$39,014 ", R$6 , R$911 ,-R$905 ,0.00,-0.58, Patrimônio Líquido Negativo ,"-R$4,961 ","-R$6,129 ","-R$25,992 ","-R$4,684 ", R$909 ," R$1,570 ",-179%,"-R$1,828 ",-462%,765%,,1%,-5%,1.73,30/09/2022," R$2,015 "," 2,780 ", Liquidez Moderada 
Nexpe , ON , NEXP3 ," R$14,393 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Intermediação imobiliária ,-0.10,-676.8%,-0.70,0.70,0.10,5.42, R$-   ,-R$36.68 ,0.0%,0%," R$20,281 "," R$58,212 "," R$30,227 "," R$27,985 ",2.87,-, Dívida Alta ,"-R$78,121 ","-R$110,588 ","-R$103,847 ","-R$61,673 ","-R$59,414 ","-R$58,400 ",-6%,"-R$86,109 ",-21%,157%,-187%,-35%,-31%,1.91,30/09/2022, R$288 , 278 , Liquidez Baixa 
PDG Realt , ON , PDGR3 ," R$4,000 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,0.00,15815.6%,-3.90,0.00,0.00,7.20, R$-   ," R$1,138.73 ",0.0%,0%,"-R$4,867,482 "," R$1,225,073 "," R$86,705 "," R$1,138,368 ",-0.25,-, Patrimônio Líquido Negativo ,"-R$1,716,426 ","-R$4,533,000 ","-R$1,745,724 ","-R$359,089 ","-R$452,802 ","-R$271,869 ",-31%,"-R$12,722 ",-17%,289%,,,51%,2.14,30/09/2022," R$9,036 "," 5,154 ", Liquidez Moderada 
