Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Oceanpact , ON , OPCT3 ," R$455,458 ",-,-," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Equipamentos e serviços ,-3.40,-29.5%,6.90,0.60,0.40,2.30, R$-   ,-R$0.68 ,0.0%,0%," R$763,061 "," R$1,192,691 "," R$231,382 "," R$961,309 ",1.56,4.70, Dívida Alta , - , - ," R$47,439 "," R$60,657 "," R$103,611 "," R$204,668 ",-," R$53,184 ",1165%,306%,-15%,0%,-6%,-,30/06/2022," R$82,697 "," 8,508 ", Liquidez Alta 
Excelsior , PN , BAUH4 ," R$422,460 ",-,-, Crescimento , Tradicional , Consumo não cíclico , Alimentos processados , Carnes e derivados ,48.80,2.1%,-,4.00,2.40,80.90, R$-   , R$1.66 ,0.0%,0%," R$105,839 "," R$10,396 "," R$7,663 "," R$2,733 ",0.10,-, Baixo Endividamento ," R$8,735 "," R$14,279 "," R$17,074 "," R$17,944 "," R$20,484 ", - ,-," R$11,844 ",-,N/D,9%,2%,5%,0.28,30/06/2022, R$302 , 18 , Liquidez Baixa 
Neogrid , ON , NGRD3 ," R$418,198 ",-,-, Crescimento e Dividendos , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,276.10,0.4%,7.60,0.90,1.70,1.83, R$0.01 , R$0.01 ,0.8%,224%," R$448,297 "," R$81,397 "," R$101,154 ","-R$19,757 ",0.18,-5.87, Empresa com Mais Caixa que Dívida , - , - ," R$17,579 "," R$28,905 "," R$44,929 "," R$31,104 ",-," R$25,825 ",34%,36%,0%,1%,0%,-,30/06/2022," R$8,373 "," 7,876 ", Liquidez Moderada 
Riosulense , PN , RSUL4 ," R$413,872 ",-,-, Crescimento , Tradicional , Bens industriais , Material de transporte , Material rodoviário ,6.80,14.7%,4.30,3.80,1.20,70.99, R$1.99 , R$10.46 ,2.8%,19%," R$108,096 "," R$12,296 "," R$4,827 "," R$7,469 ",0.11,-0.12, Baixo Endividamento ," R$5,566 "," R$16,103 "," R$25,468 "," R$31,854 "," R$35,540 "," R$93,564 ",76%," R$32,318 ",66%,359%,121%,28%,20%,0.32,30/06/2022, R$645 , 49 , Liquidez Baixa 
Gafisa , ON , GFSA3 ," R$405,381 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,15.70,6.4%,8.70,0.20,0.50,1.19, R$-   , R$0.08 ,0.0%,0%," R$1,786,156 "," R$1,786,348 "," R$98,045 "," R$1,688,303 ",1.00,6.55, Baixo Endividamento ," R$163,706 ","-R$442,370 ","-R$832,098 ","-R$341,216 "," R$24,427 "," R$191,856 ",3%,"-R$134,157 ",-143%,656%,2%,3%,1%,1.57,30/06/2022," R$35,301 "," 8,168 ", Liquidez Alta 
Lopes Brasil , ON , LPSB3 ," R$398,135 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Financeiro , Exploração de imóveis , Intermediação imobiliária ,7.80,12.9%,7.90,2.00,2.00,2.90, R$0.08 , R$0.37 ,2.6%,20%," R$201,765 ", R$-   ," R$31,132 ","-R$31,132 ",0.00,-1.41, Empresa com Mais Caixa que Dívida ,"-R$332,905 ","-R$13,569 ","-R$57,546 ","-R$16,222 "," R$24,870 "," R$42,063 ",-166%," R$13,319 ",211%,189%,40%,6%,18%,1.64,30/06/2022," R$2,486 "," 2,298 ", Liquidez Moderada 
Helbor , ON , HBOR3 ," R$362,255 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.50,18.2%,15.60,0.30,0.40,2.73, R$0.18 , R$0.50 ,6.6%,37%," R$1,351,872 "," R$1,470,949 "," R$130,058 "," R$1,340,891 ",1.09,8.51, Baixo Endividamento ," R$115,796 ","-R$61,901 ","-R$244,042 ","-R$305,448 "," R$22,182 "," R$136,363 ",3%,"-R$78,809 ",-249%,987%,6%,2%,2%,1.69,30/06/2022," R$11,956 "," 8,423 ", Liquidez Alta 
G2d Invest , A , G2DI33 ," R$358,184 ",-,-, Crescimento , BDR nível 3 , Financeiro , Serviços financeiros diversos , Gestão de recursos e investimentos ,-,-,-,0.60,-,3.50, R$-   , R$1.02 ,0.0%,0%," R$746,964 "," R$105,085 "," R$59,697 "," R$45,388 ",0.14,0.41, Baixo Endividamento , - , - , - , R$880 ," R$35,103 "," R$110,275 ",-,"-R$138,920 ",-11%,N/D,16%,9%,12%,-,30/06/2022," R$3,077 "," 15,050 ", Liquidez Moderada 
Dotz SA , ON , DOTZ3 ," R$347,340 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Programas de fidelização ,-3.70,-26.9%,-2.00,-2.70,2.80,2.63, R$-   ,-R$0.71 ,0.0%,0%,"-R$126,909 "," R$57,670 "," R$217,895 ","-R$160,225 ",-0.45,-, Patrimônio Líquido Negativo , - , - , - , - ," R$3,943 ","-R$82,698 ",-,"-R$84,633 ",-38%,177%,,,-27%,-,30/06/2022, R$788 ," 1,282 ", Liquidez Baixa 
Paranapanema , ON , PMAM3 ," R$326,820 ",-,-," Alerta, Prejuízo ", Novo Mercado , Materiais básicos , Siderurgia e metalurgia , Artefatos de cobre ,-0.30,-306.1%,-9.50,-0.20,0.10,7.53, R$-   ,-R$23.05 ,0.0%,0%,"-R$1,316,815 "," R$3,065,301 "," R$11,583 "," R$3,053,718 ",-2.33,-, Patrimônio Líquido Negativo ," R$265,725 "," R$108,366 ","-R$214,705 "," R$82,708 "," R$274,680 ","-R$356,912 ",-206%," R$186,994 ",57%,82%,,-16%,-34%,1.30,30/06/2022," R$2,564 "," 1,551 ", Liquidez Moderada 
GP Invest , A , GPIV33 ," R$300,204 ",-,-," Alerta, Prejuízo ", BDR nível 3 , Financeiro , Serviços financeiros diversos , Gestão de recursos e investimentos ,-8.10,-12.3%,-2.60,0.20,-2.20,3.79, R$-   ,-R$0.47 ,0.0%,0%," R$1,407,582 "," R$105,085 "," R$331,937 ","-R$226,852 ",0.07,-, Empresa com Mais Caixa que Dívida ,"-R$599,594 "," R$397,468 "," R$339,602 ","-R$548,860 "," R$576,026 ","-R$293,536 ",-13%,"-R$334,511 ",244%,48805%,-12%,-8%,-11%,1.13,30/06/2022, R$375 ," 1,735 ", Liquidez Baixa 
Padtec , ON , PDTC3 ," R$287,127 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-53.80,-1.9%,5.70,2.40,0.80,3.66, R$-   ,-R$0.07 ,0.0%,0%," R$119,698 "," R$120,233 "," R$69,914 "," R$50,319 ",1.00,0.69, Baixo Endividamento ,"-R$164,951 "," R$135,784 "," R$23,191 "," R$9,594 "," R$3,893 "," R$56,772 ",-181%," R$4,494 ",400%,109%,-4%,11%,-1%,1.47,30/06/2022," R$1,552 "," 2,356 ", Liquidez Moderada 
Enjoei , ON , ENJU3 ," R$284,346 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-2.60,-37.8%,0.50,0.70,2.30,1.42, R$-   ,-R$0.54 ,0.0%,0%," R$389,912 ", R$-   ," R$335,070 ","-R$335,070 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - ,"-R$117,417 ",-,"-R$58,875 ",-67%,271%,-23%,-159%,-24%,-,30/06/2022," R$14,060 "," 19,281 ", Liquidez Alta 
Rni , ON , RDNI3 ," R$284,026 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,22.70,4.4%,25.50,0.40,0.50,6.73, R$0.06 , R$0.30 ,0.9%,19%," R$631,678 "," R$601,163 "," R$69,347 "," R$531,816 ",0.95,16.26, Baixo Endividamento ," R$17,859 ","-R$59,877 ","-R$73,923 ","-R$28,044 "," R$12,972 "," R$32,710 ",13%,"-R$89,133 ",-6%,116%,3%,1%,1%,1.19,30/06/2022, R$496 , 314 , Liquidez Baixa 
Mobly , ON , MBLY3 ," R$281,134 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-2.90,-34.2%,-,0.50,0.40,2.64, R$-   ,-R$0.90 ,0.0%,0%," R$588,786 "," R$180,602 "," R$203,692 ","-R$23,090 ",0.31,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-,"-R$121,901 ",-,N/D,-14%,-11%,-11%,-,30/06/2022," R$12,082 "," 4,466 ", Liquidez Alta 
Time For Fun , ON , SHOW3 ," R$258,192 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Produção de eventos e shows ,-10.70,-9.4%,-147.50,1.70,1.00,3.83, R$-   ,-R$0.36 ,0.0%,0%," R$150,432 "," R$113,456 "," R$211,758 ","-R$98,302 ",0.75,-, Empresa com Mais Caixa que Dívida ," R$41,676 "," R$64,624 "," R$75,013 "," R$37,442 ","-R$30,349 ","-R$1,081 ",-148%," R$33,498 ",-14%,-77%,-14%,-4%,-4%,2.04,30/06/2022," R$6,727 "," 5,476 ", Liquidez Moderada 
Triunfo Part , ON , TPIS3 ," R$249,850 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Bens industriais , Transporte , Exploração de rodovias ,1.80,57.1%,3.10,0.30,0.20,1.44, R$0.02 , R$0.82 ,1.3%,2%," R$983,235 "," R$1,763,166 "," R$85,312 "," R$1,677,854 ",1.79,2.67, Dívida Moderada ," R$1,052,218 "," R$696,743 "," R$784,070 "," R$193,258 "," R$364,023 "," R$627,806 ",-10%," R$276,661 ",53%,61%,18%,9%,5%,1.77,30/06/2022," R$2,733 "," 2,168 ", Liquidez Moderada 
D1000vfarma , ON , DMVF3 ," R$248,967 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,13.50,7.4%,1.90,0.30,0.20,4.92, R$-   , R$0.36 ,0.0%,0%," R$843,217 "," R$39,746 "," R$70,382 ","-R$30,636 ",0.05,-0.26, Empresa com Mais Caixa que Dívida , - , - ,"-R$16,464 "," R$31,584 "," R$50,438 "," R$115,918 ",-," R$91,118 ",47%,43%,2%,1%,1%,-,30/06/2022," R$1,297 ", 716 , Liquidez Moderada 
Pine , PN , PINE4 ," R$231,187 ",-,-, Crescimento , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,18.40,5.4%,-,0.30,-,1.24, R$-   , R$0.07 ,0.0%,0%," R$844,269 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$118,976 ",-,N/D,1%,,0%,1.66,30/06/2022, R$765 , 394 , Liquidez Baixa 
Cambuci , ON , CAMB3 ," R$226,172 ",-,-, Crescimento , Tradicional , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,4.40,22.9%,4.30,1.60,0.70,5.35, R$0.08 , R$1.23 ,1.5%,7%," R$142,274 "," R$103,298 "," R$3,832 "," R$99,466 ",0.73,1.31, Baixo Endividamento ," R$45,608 "," R$16,775 "," R$26,333 "," R$35,953 "," R$45,098 "," R$75,187 ",11%,"-R$5,568 ",-376%,250%,55%,16%,15%,-,30/06/2022, R$878 , 396 , Liquidez Baixa 
Tecnisa , ON , TCSA3 ," R$221,593 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-1.80,-54.3%,-11.70,0.40,1.60,3.01, R$-   ,-R$1.63 ,0.0%,0%," R$573,852 "," R$577,570 "," R$98,666 "," R$478,904 ",1.01,-, Baixo Endividamento ," R$263,866 ","-R$455,211 ","-R$464,405 ","-R$209,001 ","-R$204,252 ","-R$62,216 ",-175%,"-R$25,543 ",157%,-314%,-17%,-4%,-8%,1.78,30/06/2022," R$4,369 "," 3,255 ", Liquidez Moderada 
Renova , ON , RNEW3 ," R$216,262 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,1.40,73.6%,2.20,-0.40,1.70,2.00, R$-   , R$1.47 ,0.0%,0%,"-R$611,223 "," R$983,423 "," R$102,432 "," R$880,991 ",-1.61,1.76, Patrimônio Líquido Negativo ," R$558,685 ","-R$656,522 ","-R$776,113 ","-R$522,727 ","-R$546,429 "," R$498,778 ",-2%,"-R$379,260 ",196%,-4650%,,20%,8%,0.70,30/06/2022," R$1,008 "," 1,052 ", Liquidez Moderada 
Renova , PN , RNEW4 ," R$216,262 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,1.30,75.5%,2.20,-0.30,1.70,1.95, R$-   , R$1.47 ,0.0%,0%,"-R$611,223 "," R$983,423 "," R$102,432 "," R$880,991 ",-1.61,1.76, Patrimônio Líquido Negativo ," R$558,685 ","-R$656,522 ","-R$776,113 ","-R$522,727 ","-R$546,429 "," R$498,778 ",-2%,"-R$379,260 ",196%,-4650%,,20%,8%,0.69,30/06/2022," R$1,971 "," 1,972 ", Liquidez Moderada 
Renova , UNT N2 , RNEW11 ," R$216,262 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,1.40,73.6%,2.20,-0.40,1.70,6.00, R$-   , R$1.47 ,0.0%,0%,"-R$611,223 "," R$983,423 "," R$102,432 "," R$880,991 ",-1.61,1.76, Patrimônio Líquido Negativo ," R$558,685 ","-R$656,522 ","-R$776,113 ","-R$522,727 ","-R$546,429 "," R$498,778 ",-2%,"-R$379,260 ",196%,-4650%,,20%,8%,0.70,30/06/2022, R$257 , 298 , Liquidez Baixa 
Priner , ON , PRNR3 ," R$207,523 ",-,-, Crescimento , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,9.80,10.3%,3.90,0.90,0.40,5.52, R$0.09 , R$0.57 ,1.7%,17%," R$239,174 "," R$85,561 "," R$44,656 "," R$40,905 ",0.36,0.44, Baixo Endividamento ," R$24,193 "," R$21,577 "," R$4,677 "," R$29,778 "," R$27,464 "," R$64,229 ",22%," R$54,614 ",89%,211%,11%,9%,5%,-,30/06/2022," R$3,785 "," 3,248 ", Liquidez Moderada 
Aco Altona , PN , EALT4 ," R$202,823 ",-,-, Crescimento e Dividendos , Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,3.90,25.8%,4.00,1.00,0.40,8.36, R$1.26 , R$2.16 ,15.0%,58%," R$197,779 "," R$124,916 "," R$6,465 "," R$118,451 ",0.63,1.47, Baixo Endividamento ," R$18,543 "," R$12,790 "," R$57,679 "," R$30,090 "," R$37,245 "," R$79,663 ",34%," R$60,865 ",126%,520%,26%,11%,9%,0.92,30/06/2022," R$1,137 ", 747 , Liquidez Moderada 
Technos , ON , TECN3 ," R$192,197 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Acessórios ,5.70,17.6%,-,0.60,0.60,2.60, R$0.08 , R$0.46 ,3.1%,18%," R$336,763 "," R$127,482 "," R$62,556 "," R$64,926 ",0.38,-, Baixo Endividamento ," R$45,330 "," R$21,867 "," R$9,269 "," R$8,380 ","-R$114,391 ", - ,-,"-R$8,656 ",-,N/D,11%,8%,6%,1.54,30/06/2022," R$6,895 "," 2,234 ", Liquidez Moderada 
Westwing , ON , WEST3 ," R$190,642 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-4.30,-23.5%,-,0.50,0.60,1.73, R$-   ,-R$0.41 ,0.0%,0%," R$362,222 "," R$31,788 "," R$163,717 ","-R$131,929 ",0.09,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-,"-R$152,649 ",-,N/D,-11%,-21%,-10%,-,30/06/2022," R$3,986 "," 4,310 ", Liquidez Moderada 
Unicasa , ON , UCAS3 ," R$190,329 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Utilidades domésticas , Móveis ,5.10,19.7%,3.50,1.00,0.80,2.88, R$0.11 , R$0.57 ,3.8%,19%," R$188,502 "," R$12,372 "," R$21,200 ","-R$8,828 ",0.07,-0.68, Empresa com Mais Caixa que Dívida ," R$18,696 ","-R$19,824 ","-R$4,107 "," R$10,482 "," R$28,741 "," R$45,277 ",19%," R$48,572 ",100%,494%,24%,14%,12%,0.60,30/06/2022, R$353 , 212 , Liquidez Baixa 
Springs , ON , SGPS3 ," R$150,000 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Fios e tecidos ,-0.50,-208.8%,8.20,0.20,0.10,3.00, R$-   ,-R$6.26 ,0.0%,0%," R$770,814 "," R$1,102,715 "," R$283,862 "," R$818,853 ",1.43,6.91, Baixo Endividamento ," R$233,024 "," R$246,600 "," R$254,605 "," R$340,759 "," R$172,420 "," R$115,843 ",-13%," R$76,514 ",38%,29%,-30%,0%,-10%,1.76,30/06/2022," R$1,958 "," 1,230 ", Liquidez Moderada 
Inepar , ON , INEP3 ," R$147,380 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,0.10,818.7%,0.70,-0.10,5.70,0.83, R$-   , R$6.80 ,0.0%,0%,"-R$1,381,605 "," R$791,214 "," R$18,549 "," R$772,665 ",-0.57,0.60, Patrimônio Líquido Negativo ,"-R$208,101 ","-R$386,959 ","-R$127,026 ","-R$225,050 ", - ," R$1,297,215 ",-244%," R$119,892 ",17%,235%,,134%,86%,0.92,30/06/2022," R$8,950 "," 2,655 ", Liquidez Moderada 
Inepar , PN , INEP4 ," R$147,380 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,0.10,818.7%,0.70,-0.10,5.70,0.83, R$-   , R$6.80 ,0.0%,0%,"-R$1,381,605 "," R$791,214 "," R$18,549 "," R$772,665 ",-0.57,0.60, Patrimônio Líquido Negativo ,"-R$208,101 ","-R$386,959 ","-R$127,026 ","-R$225,050 ", - ," R$1,297,215 ",-244%," R$119,892 ",17%,235%,,134%,86%,0.85,30/06/2022," R$1,991 "," 1,337 ", Liquidez Moderada 
Getninjas , ON , NINJ3 ," R$141,131 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-4.70,-21.3%,-,0.50,2.30,2.81, R$-   ,-R$0.60 ,0.0%,0%," R$278,311 "," R$1,268 "," R$214,286 ","-R$213,018 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - , - ,"-R$6,932 ","-R$2,231 ", - ,-,"-R$29,339 ",-29%,N/D,-10%,,-10%,-,30/06/2022," R$2,966 "," 4,833 ", Liquidez Moderada 
Azevedo , ON , AZEV3 ," R$128,502 ",-,-, Crescimento , Tradicional , Bens industriais , Construção e engenharia , Construção pesada ,7.10,14.1%,3.80,1.50,0.70,2.70, R$-   , R$0.38 ,0.0%,0%," R$101,086 "," R$32,181 "," R$17,562 "," R$14,619 ",0.32,0.39, Baixo Endividamento ," R$14,180 ","-R$42,632 ","-R$70,854 ","-R$80,278 ","-R$18,603 "," R$37,819 ",22%,"-R$19,620 ",-616%,764%,,5%,4%,1.28,30/06/2022, R$967 , 613 , Liquidez Baixa 
Azevedo , PN , AZEV4 ," R$128,502 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Construção e engenharia , Construção pesada ,5.80,17.4%,3.80,1.20,0.50,2.19, R$-   , R$0.38 ,0.0%,0%," R$101,086 "," R$32,181 "," R$17,562 "," R$14,619 ",0.32,0.39, Baixo Endividamento ," R$14,180 ","-R$42,632 ","-R$70,854 ","-R$80,278 ","-R$18,603 "," R$37,819 ",22%,"-R$19,620 ",-616%,764%,,5%,4%,1.34,30/06/2022," R$2,641 "," 1,527 ", Liquidez Moderada 
Le Lis Blanc , ON , LLIS3 ," R$123,243 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,-0.20,-659.8%,18.90,-0.20,0.10,1.79, R$-   ,-R$11.81 ,0.0%,0%,"-R$630,335 "," R$1,851,023 "," R$23,765 "," R$1,827,258 ",-2.94,17.68, Patrimônio Líquido Negativo ," R$249,186 "," R$228,511 "," R$262,612 "," R$350,601 "," R$88,452 "," R$102,629 ",-16%," R$159,030 ",74%,17%,-445%,-33%,-53%,1.89,30/06/2022," R$4,830 "," 3,607 ", Liquidez Moderada 
Lupatech , ON , LUPA3 ," R$122,687 ",-,-," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Equipamentos e serviços ,-13.10,-7.6%,-11.60,1.00,1.10,4.20, R$-   ,-R$0.32 ,0.0%,0%," R$124,942 "," R$136,318 "," R$11,349 "," R$124,969 ",1.09,-, Baixo Endividamento ,"-R$228,740 ","-R$41,556 ","-R$40,690 ","-R$43,499 ","-R$13,405 ","-R$21,380 ",-38%,"-R$25,961 ",44%,-209%,-8%,-4%,-2%,1.87,30/06/2022," R$21,313 "," 7,781 ", Liquidez Alta 
Santanense , PN , CTSA4 ," R$111,329 ",-,-," Alerta, Prejuízo ", Tradicional , Consumo cíclico , Tecidos vestuário e calçados , Fios e tecidos ,-13.00,-7.7%,17.50,0.30,0.10,0.72, R$0.06 ,-R$0.06 ,8.3%,-108%," R$289,183 "," R$190,204 "," R$32,763 "," R$157,441 ",0.66,10.24, Baixo Endividamento ,"-R$5,492 "," R$16,492 "," R$47,804 "," R$131,593 "," R$46,976 "," R$15,368 ",-223%," R$4,479 ",-701%,-283%,-2%,1%,-1%,0.85,30/06/2022, R$305 , 328 , Liquidez Baixa 
Viver , ON , VIVR3 ," R$82,884 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-1.60,-61.8%,-3.80,-0.40,1.20,0.58, R$-   ,-R$0.36 ,0.0%,0%,"-R$191,558 "," R$239,672 "," R$21,188 "," R$218,484 ",-1.25,-, Patrimônio Líquido Negativo ,"-R$153,727 ","-R$242,723 ","-R$94,666 ","-R$81,863 ","-R$161,489 ","-R$79,271 ",-12%,"-R$100,572 ",-2%,156%,,-35%,-16%,2.17,30/06/2022," R$5,207 "," 4,129 ", Liquidez Moderada 
Nexpe , ON , NEXP3 ," R$67,717 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Intermediação imobiliária ,-0.60,-168.8%,-1.10,2.40,0.40,0.51, R$-   ,-R$0.86 ,0.0%,0%," R$28,746 "," R$61,123 "," R$60,558 ", R$565 ,2.13,-, Dívida Alta ,"-R$78,121 ","-R$110,588 ","-R$103,847 ","-R$61,673 ","-R$59,414 ","-R$59,214 ",-5%,"-R$63,685 ",-28%,174%,-164%,-37%,-28%,1.95,30/06/2022, R$456 , 571 , Liquidez Baixa 
Rossi Resid , ON , RSID3 ," R$60,648 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-0.10,-847.0%,-1.90,-0.10,17.70,3.07, R$-   ,-R$26.00 ,0.0%,0%,"-R$882,178 "," R$598,834 "," R$3,549 "," R$595,285 ",-0.68,-, Patrimônio Líquido Negativo ,"-R$317,061 ","-R$292,287 ","-R$418,023 ","-R$427,388 ","-R$288,181 ","-R$337,638 ",1%,"-R$15,964 ",0%,0%,,,-52%,1.35,30/06/2022," R$2,241 "," 1,194 ", Liquidez Moderada 
Recrusul , ON , RCSL3 ," R$60,645 ",-,-," Alerta, Prejuízo ", Tradicional , Bens industriais , Material de transporte , Material rodoviário ,-34.30,-2.9%,35.30,-2.70,1.40,2.73, R$-   ,-R$0.08 ,0.0%,0%,"-R$38,059 ", R$10 , R$645 ,-R$635 ,0.00,-0.38, Patrimônio Líquido Negativo ,"-R$4,961 ","-R$6,129 ","-R$25,992 ","-R$4,684 ", R$909 ," R$1,692 ",-181%,"-R$1,832 ",-487%,875%,,1%,-5%,2.01,30/06/2022," R$6,350 "," 5,638 ", Liquidez Moderada 
Recrusul , PN , RCSL4 ," R$60,645 ",-,-," Alerta, Prejuízo ", Tradicional , Bens industriais , Material de transporte , Material rodoviário ,-13.00,-7.7%,35.30,-1.00,0.50,1.03, R$-   ,-R$0.08 ,0.0%,0%,"-R$38,059 ", R$10 , R$645 ,-R$635 ,0.00,-0.38, Patrimônio Líquido Negativo ,"-R$4,961 ","-R$6,129 ","-R$25,992 ","-R$4,684 ", R$909 ," R$1,692 ",-181%,"-R$1,832 ",-487%,875%,,1%,-5%,1.81,30/06/2022," R$1,418 "," 1,540 ", Liquidez Moderada 
PDG Realt , ON , PDGR3 ," R$48,274 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,0.10,1630.9%,-4.30,0.00,0.20,0.86, R$-   , R$14.03 ,0.0%,0%,"-R$4,751,962 "," R$1,179,089 "," R$83,297 "," R$1,095,792 ",-0.25,-, Patrimônio Líquido Negativo ,"-R$1,716,426 ","-R$4,533,000 ","-R$1,745,724 ","-R$359,089 ","-R$452,802 ","-R$249,391 ",-32%,"-R$1,783 ",-89%,203%,,,64%,1.60,30/06/2022," R$5,507 "," 2,291 ", Liquidez Moderada 
Wetzel S/A , PN , MWET4 ," R$29,155 ",-,-," Alerta, Prejuízo ", Tradicional , Bens industriais , Material de transporte , Material rodoviário ,-7.60,-13.2%,-10.50,-0.40,0.10,10.25, R$-   ,-R$1.35 ,0.0%,0%,"-R$52,711 "," R$67,108 ", R$387 ," R$66,721 ",-1.27,-, Patrimônio Líquido Negativo ,"-R$41,380 "," R$6,408 ","-R$10,809 ","-R$12,389 ","-R$9,066 ","-R$9,017 ",-26%,"-R$5,971 ",-188%,279%,,-5%,-1%,1.01,30/06/2022, R$324 , 150 , Liquidez Baixa 
OSX Brasil , ON , OSXB3 ," R$19,833 ",-,-," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Equipamentos e serviços ,-1.50,-68.5%,5.60,0.00,0.60,6.30, R$-   ,-R$4.31 ,0.0%,0%,"-R$5,669,511 "," R$5,016,710 "," R$7,053 "," R$5,009,657 ",-0.88,5.55, Patrimônio Líquido Negativo ," R$651,363 ","-R$960,064 ","-R$80,176 ","-R$65,557 ","-R$196,364 "," R$903,140 ",7%," R$5,516 ",-3%,-1%,,37%,-1%,0.79,30/06/2022," R$1,648 "," 1,063 ", Liquidez Moderada 
B Tech Eqi , ON , BLUT3 ," R$11,912 ",-,-," Alerta, Prejuízo ", Tradicional , Outros , Outros , Outros ,-3.00,-33.1%,-,0.30,-,0.98, R$-   ,-R$0.32 ,0.0%,0%," R$57,197 "," R$6,748 ", R$1 ," R$6,747 ",0.12,-, Baixo Endividamento , - , - , - , - , - , - ,-,-R$632 ,0%,N/D,-10%,-2%,-3%,0.76,30/09/2021, R$343 , 332 , Liquidez Baixa 
