 Dados Cadastrais ,,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
 Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação de Mercado , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,EBITDA_2015,EBITDA_2016,EBITDA_2017,EBITDA_2018,EBITDA_2019,EBITDA_2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
 Grazziotin , PN , CGRA4 ," R$561,004 ",-,-,Micro Cap, Crescimento , Tradicional , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,3.30,30.3%,2.30,0.80,0.90,29.44, R$2.34 , R$8.92 ,8.0%,26%," R$747,610 ", R$-   ," R$4,744 ","-R$4,744 ",0.00,-0.15, Empresa com Mais Caixa que Dívida ," R$49,501 "," R$52,777 "," R$61,228 "," R$59,839 "," R$112,509 "," R$232,881 ",36%,"-R$36,029 ",-126%,86%,28%,14%,16%,0.52,31/12/2021," R$3,057 ", 484 , Liquidez Moderada 
 Mitre Realty , ON , MTRE3 ," R$550,029 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,12.60,7.9%,7.90,0.60,0.90,5.20, R$0.22 , R$0.41 ,4.2%,53%," R$985,883 "," R$133,562 "," R$203,147 ","-R$69,585 ",0.14,-1.12, Empresa com Mais Caixa que Dívida , - ," R$3,291 ",-R$213 ," R$23,009 "," R$43,729 "," R$61,999 ",-,"-R$520,081 ",-2%,161%,5%,3%,3%,-,31/03/2022," R$10,897 "," 11,318 ", Liquidez Alta 
 Csu Cardsyst , ON , CARD3 ," R$543,910 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,8.60,11.6%,3.70,1.50,1.00,13.22, R$0.76 , R$1.54 ,5.8%,50%," R$354,167 "," R$106,722 "," R$82,677 "," R$24,045 ",0.30,0.16, Baixo Endividamento ," R$69,841 "," R$90,902 "," R$100,305 "," R$81,483 "," R$103,616 "," R$154,856 ",17%," R$124,609 ",42%,87%,21%,16%,11%,1.26,31/03/2022," R$10,810 "," 5,628 ", Liquidez Alta 
 Moura Dubeux , ON , MDNE3 ," R$515,960 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.80,17.1%,5.70,0.50,0.80,6.20, R$-   , R$1.06 ,0.0%,0%," R$1,097,900 "," R$80,181 "," R$139,335 ","-R$59,154 ",0.07,-1.22, Empresa com Mais Caixa que Dívida ," R$156,570 "," R$3,619 "," R$107,231 ","-R$45,243 "," R$93,149 "," R$73,807 ",-14%," R$102,808 ",8%,200%,9%,2%,4%,-,31/03/2022," R$6,724 "," 4,516 ", Liquidez Moderada 
 Gafisa , ON , GFSA3 ," R$515,838 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.90,17.0%,6.40,0.30,0.60,1.53, R$-   , R$0.26 ,0.0%,0%," R$1,815,251 "," R$1,569,224 "," R$35,424 "," R$1,533,800 ",0.86,4.13, Baixo Endividamento ," R$163,706 ","-R$442,370 ","-R$832,098 ","-R$341,216 "," R$24,427 "," R$231,506 ",7%,"-R$114,313 ",-178%,972%,5%,4%,2%,1.58,31/12/2021," R$64,640 "," 24,786 ", Liquidez Alta 
 Wdc Networks , ON , LVTC3 ," R$492,117 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,5.60,17.7%,1.70,0.80,0.40,7.65, - , R$1.36 ,N/D,-," R$629,470 ", R$-   ," R$38,465 ","-R$38,465 ",0.00,-0.14, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$271,881 ",-,"-R$29,546 ",-768%,165%,56%,10%,5%,-,31/12/2021," R$19,873 "," 12,068 ", Liquidez Alta 
 Planoeplano , ON , PLPL3 ," R$490,785 ",-,-,Micro Cap, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,4.70,21.4%,-,1.50,0.40,2.46, R$0.16 , R$0.53 ,6.6%,31%," R$332,093 "," R$412,554 "," R$201,499 "," R$211,055 ",1.24,-, Baixo Endividamento , - , - , - , - ," R$130,650 ", - ,-," R$84,665 ",31%,N/D,38%,10%,8%,-,31/03/2022," R$9,954 "," 7,410 ", Liquidez Moderada 
 Oceanpact , ON , OPCT3 ," R$484,049 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Equipamentos e serviços ,-10.70,-9.3%,6.30,0.50,0.60,2.68, R$-   ,-R$0.25 ,0.0%,0%," R$897,985 "," R$1,260,641 "," R$491,332 "," R$769,309 ",1.40,3.77, Baixo Endividamento , - , - ," R$47,439 "," R$60,657 "," R$103,611 "," R$191,140 ",-," R$27,876 ",2638%,460%,-30%,1%,-2%,-,31/12/2021," R$16,275 "," 11,620 ", Liquidez Alta 
 Neogrid , ON , NGRD3 ," R$481,453 ",-,-,Micro Cap, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,39.90,2.5%,7.30,1.10,1.90,2.06, R$0.01 , R$0.05 ,0.7%,29%," R$457,808 "," R$82,479 "," R$96,504 ","-R$14,025 ",0.18,-5.66, Empresa com Mais Caixa que Dívida , - , - ," R$17,579 "," R$28,905 "," R$44,929 "," R$37,277 ",-," R$31,468 ",25%,36%,3%,3%,2%,-,31/03/2022," R$17,094 "," 24,691 ", Liquidez Alta 
 Tenda , ON , TEND3 ," R$473,311 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-1.60,-63.3%,-8.60,0.40,0.20,4.90, R$-   ,-R$3.10 ,0.0%,0%," R$1,147,887 "," R$1,385,259 "," R$35,651 "," R$1,349,608 ",1.21,-, Baixo Endividamento ," R$45,794 "," R$103,733 "," R$141,856 "," R$243,490 "," R$322,381 ","-R$123,245 ",-222%,"-R$259,289 ",-39%,214%,-20%,-4%,-7%,1.27,31/03/2022," R$109,089 "," 48,959 ", Liquidez Alta 
 Profarma , ON , PFRM3 ," R$442,626 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,7.00,14.2%,7.80,0.40,0.10,3.61, R$0.27 , R$0.51 ,7.5%,53%," R$1,097,725 "," R$725,696 "," R$146,819 "," R$578,877 ",0.66,3.27, Baixo Endividamento ," R$74,650 "," R$95,666 "," R$20,204 "," R$88,646 "," R$96,324 "," R$177,038 ",19%," R$19,705 ",489%,229%,5%,4%,1%,1.01,31/03/2022," R$2,767 "," 3,326 ", Liquidez Moderada 
 Alper S.A. , ON , APER3 ," R$435,034 ",-,-,Micro Cap, Crescimento , Novo Mercado , Financeiro , Previdência e seguros , Corretoras de seguros ,90.20,1.1%,-,1.50,-,28.56, R$0.07 , R$0.32 ,0.2%,22%," R$298,664 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$15,289 ",-,N/D,2%,,1%,1.36,31/03/2022," R$4,320 ", 243 , Liquidez Moderada 
 Enjoei , ON , ENJU3 ," R$411,540 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-3.50,-28.7%,-0.40,1.00,3.70,2.08, R$-   ,-R$0.60 ,0.0%,0%," R$401,241 ", R$-   ," R$357,670 ","-R$357,670 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - ,"-R$127,594 ",-,"-R$76,409 ",-52%,320%,-25%,-212%,-26%,-,31/03/2022," R$32,980 "," 20,237 ", Liquidez Alta 
 Helbor , ON , HBOR3 ," R$410,024 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,4.10,24.6%,10.60,0.30,0.40,3.09, R$0.18 , R$0.76 ,5.9%,24%," R$1,333,222 "," R$1,294,765 "," R$136,313 "," R$1,158,452 ",0.97,5.40, Baixo Endividamento ," R$115,796 ","-R$61,901 ","-R$244,042 ","-R$305,448 "," R$22,182 "," R$170,071 ",8%," R$207,043 ",87%,925%,9%,3%,3%,1.72,31/12/2021," R$9,234 "," 8,798 ", Liquidez Moderada 
 G2d Invest , A , G2DI33 ," R$409,353 ",-,-,Micro Cap, Crescimento e Dividendos , BDR nível 3 , Financeiro , Serviços financeiros diversos , Gestão de recursos e investimentos ,-,-,-,0.60,-,4.00, - , R$5.13 ,N/D,-," R$1,161,511 "," R$113,014 "," R$116,733 ","-R$3,719 ",0.10,-0.13, Empresa com Mais Caixa que Dívida , - , - , - , R$880 ," R$35,103 "," R$462,832 ",-,"-R$6,687 ",-1543%,N/D,,28%,34%,-,31/12/2021," R$2,508 "," 9,437 ", Liquidez Moderada 
 Riosulense , PN , RSUL4 ," R$395,915 ",-,-,Micro Cap, Crescimento , Tradicional , Bens industriais , Material de transporte , Material rodoviário ,7.10,14.2%,-,4.30,1.20,67.91, R$1.99 , R$9.62 ,2.9%,21%," R$92,176 "," R$13,332 ", R$103 ," R$13,229 ",0.14,-, Baixo Endividamento ," R$5,566 "," R$16,103 "," R$25,468 "," R$31,854 "," R$35,540 ", - ,-," R$38,317 ",79%,N/D,142%,28%,19%,0.27,31/03/2022," R$1,349 ", 156 , Liquidez Moderada 
 Lopes Brasil , ON , LPSB3 ," R$385,162 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Novo Mercado , Financeiro , Exploração de imóveis , Intermediação imobiliária ,9.50,10.5%,5.60,2.00,1.90,2.80, R$0.08 , R$0.29 ,2.7%,26%," R$188,118 ", R$-   ," R$37,600 ","-R$37,600 ",0.00,-1.78, Empresa com Mais Caixa que Dívida ,"-R$332,905 ","-R$13,569 ","-R$57,546 ","-R$16,222 "," R$24,870 "," R$51,738 ",-169%," R$24,013 ",126%,196%,32%,10%,14%,1.76,31/03/2022," R$12,115 "," 10,710 ", Liquidez Alta 
 Dotz SA , ON , DOTZ3 ," R$384,319 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Programas de fidelização ,-4.80,-20.9%,-2.40,-4.00,2.80,2.91, - ,-R$0.61 ,N/D,-,"-R$96,659 "," R$38,168 "," R$239,831 ","-R$201,663 ",-0.39,-, Patrimônio Líquido Negativo , - , - , - , - ," R$3,943 ","-R$69,237 ",-,"-R$78,413 ",-36%,172%,,,-21%,-,31/03/2022, R$892 ," 1,333 ", Liquidez Baixa 
 GP Invest , A , GPIV33 ," R$384,166 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", BDR nível 3 , Financeiro , Serviços financeiros diversos , Gestão de recursos e investimentos ,0.90,110.6%,1.10,0.20,0.60,4.85, R$-   , R$5.36 ,0.0%,0%," R$1,905,841 "," R$113,017 "," R$671,870 ","-R$558,853 ",0.06,-1.62, Empresa com Mais Caixa que Dívida ,"-R$599,594 "," R$397,468 "," R$339,602 ","-R$548,860 "," R$576,026 "," R$641,129 ",-201%,"-R$21,471 ",3061%,41331%,25%,15%,15%,1.17,31/12/2021, R$758 , 668 , Liquidez Baixa 
 Metisa , PN , MTSA4 ," R$330,406 ",-,-,Micro Cap, Crescimento , Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. construção e agrícolas ,6.20,16.1%,3.90,1.00,0.60,37.59, R$1.49 , R$6.04 ,4.0%,25%," R$315,893 "," R$76,149 "," R$65,631 "," R$10,518 ",0.24,0.03, Baixo Endividamento ," R$18,798 "," R$10,568 "," R$15,781 "," R$24,684 "," R$28,060 "," R$85,710 ",35%,"-R$38,959 ",-47%,195%,19%,15%,11%,0.61,31/12/2021, R$925 , 136 , Liquidez Baixa 
 Rni , ON , RDNI3 ," R$316,523 ",-,-,Micro Cap, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,40.40,2.5%,25.60,0.50,0.60,7.50, R$0.06 , R$0.19 ,0.8%,31%," R$626,058 "," R$514,319 "," R$49,084 "," R$465,235 ",0.82,14.87, Baixo Endividamento ," R$17,859 ","-R$59,877 ","-R$73,923 ","-R$28,044 "," R$12,972 "," R$31,280 ",12%,"-R$67,085 ",-1%,13%,2%,1%,1%,1.35,31/03/2022, R$523 , 246 , Liquidez Baixa 
 Pettenati , PN , PTNT4 ," R$313,912 ",-,-,Micro Cap, Crescimento , Tradicional , Consumo cíclico , Tecidos vestuário e calçados , Fios e tecidos ,3.10,32.6%,4.10,0.60,0.30,4.54, R$0.20 , R$1.48 ,4.5%,14%," R$341,078 "," R$190,555 "," R$64,454 "," R$126,101 ",0.56,1.01, Baixo Endividamento ," R$58,376 "," R$62,195 "," R$73,782 "," R$59,981 "," R$74,000 "," R$125,078 ",16%," R$34,928 ",81%,98%,27%,11%,11%,0.90,31/12/2021, R$466 , 518 , Liquidez Baixa 
 Padtec , ON , PDTC3 ," R$309,878 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,33.10,3.0%,5.20,2.50,0.90,3.95, R$-   , R$0.12 ,0.0%,0%," R$123,588 "," R$103,492 "," R$68,099 "," R$35,393 ",0.84,0.53, Baixo Endividamento ,"-R$164,951 "," R$135,784 "," R$23,191 "," R$9,594 "," R$3,893 "," R$66,823 ",-183%," R$32,137 ",65%,129%,8%,16%,2%,1.45,31/03/2022," R$1,763 "," 2,627 ", Liquidez Moderada 
 Paranapanema , ON , PMAM3 ," R$295,570 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Materiais básicos , Siderurgia e metalurgia , Artefatos de cobre ,-1.30,-77.5%,-18.00,-0.40,0.10,6.81, R$-   ,-R$5.28 ,0.0%,0%,"-R$766,877 "," R$2,759,843 "," R$29,068 "," R$2,730,775 ",-3.60,-, Patrimônio Líquido Negativo ," R$265,725 "," R$108,366 ","-R$214,705 "," R$82,708 "," R$274,680 ","-R$167,300 ",-191%," R$177,313 ",55%,69%,,-9%,-8%,1.28,31/03/2022," R$5,505 "," 3,918 ", Liquidez Moderada 
 Mobly , ON , MBLY3 ," R$292,848 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-3.40,-29.1%,-,0.50,0.40,2.75, R$-   ,-R$0.80 ,0.0%,0%," R$615,928 "," R$177,810 "," R$205,533 ","-R$27,723 ",0.29,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-,"-R$260,611 ",-,N/D,-12%,-9%,-9%,-,31/03/2022," R$42,452 "," 16,370 ", Liquidez Alta 
 Westwing , ON , WEST3 ," R$247,887 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-7.60,-13.2%,-,0.70,0.80,2.25, R$-   ,-R$0.30 ,0.0%,0%," R$373,540 "," R$34,959 "," R$219,322 ","-R$184,363 ",0.09,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-,"-R$133,436 ",-,N/D,-8%,-17%,-7%,-,31/03/2022," R$5,029 "," 7,528 ", Liquidez Moderada 
 Triunfo Part , ON , TPIS3 ," R$241,175 ",-,-,Micro Cap, Crescimento , Novo Mercado , Bens industriais , Transporte , Exploração de rodovias ,9.00,11.1%,-,0.30,0.20,1.39, R$0.02 , R$0.15 ,1.3%,12%," R$872,299 "," R$1,684,014 "," R$38,665 "," R$1,645,349 ",1.93,-, Dívida Alta ," R$1,052,218 "," R$696,743 "," R$784,070 "," R$193,258 "," R$364,023 ", - ,-," R$278,415 ",57%,N/D,3%,2%,1%,1.76,31/03/2022," R$3,785 "," 3,994 ", Liquidez Moderada 
 Time For Fun , ON , SHOW3 ," R$224,485 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Viagens e lazer , Produção de eventos e shows ,-3.50,-28.6%,-2.70,1.70,7.20,3.33, R$-   ,-R$0.95 ,0.0%,0%," R$134,933 "," R$133,305 "," R$223,975 ","-R$90,670 ",0.99,-, Empresa com Mais Caixa que Dívida ," R$41,676 "," R$64,624 "," R$75,013 "," R$37,442 ","-R$30,349 ","-R$48,787 ",-203%," R$9,329 ",-47%,-59%,-34%,-40%,-12%,1.98,31/12/2021," R$4,795 "," 5,451 ", Liquidez Moderada 
 Priner , ON , PRNR3 ," R$222,933 ",-,-,Micro Cap, Crescimento , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,11.00,9.1%,4.40,1.00,0.50,5.85, R$0.09 , R$0.53 ,1.6%,18%," R$234,498 "," R$76,398 "," R$53,723 "," R$22,675 ",0.33,0.19, Baixo Endividamento ," R$24,193 "," R$21,577 "," R$4,677 "," R$29,778 "," R$27,464 "," R$52,589 ",17%," R$40,667 ",-,N/D,9%,8%,5%,-,31/03/2022," R$2,113 "," 1,724 ", Liquidez Moderada 
 Cambuci , ON , CAMB3 ," R$218,985 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Tradicional , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,6.50,15.5%,5.50,1.70,0.80,5.18, R$0.04 , R$0.80 ,0.7%,5%," R$129,050 "," R$108,164 "," R$5,522 "," R$102,642 ",0.84,1.64, Baixo Endividamento ," R$45,608 "," R$16,775 "," R$26,333 "," R$35,953 "," R$45,098 "," R$56,109 ",4%,"-R$7,133 ",-190%,174%,35%,13%,10%,-,31/03/2022," R$1,082 ", 779 , Liquidez Moderada 
 Unicasa , ON , UCAS3 ," R$214,781 ",-,-,Micro Cap, Crescimento , Novo Mercado , Consumo cíclico , Utilidades domésticas , Móveis ,6.60,15.1%,3.60,1.20,0.90,3.25, R$0.11 , R$0.49 ,3.3%,22%," R$177,759 "," R$13,571 "," R$38,823 ","-R$25,252 ",0.08,-0.99, Empresa com Mais Caixa que Dívida ," R$18,696 ","-R$19,824 ","-R$4,107 "," R$10,482 "," R$28,741 "," R$46,978 ",20%," R$54,668 ",100%,563%,20%,18%,10%,0.59,31/03/2022, R$485 , 347 , Liquidez Baixa 
 D1000vfarma , ON , DMVF3 ," R$210,002 ",-,-,Micro Cap, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,64.50,1.6%,1.80,0.30,0.20,4.15, R$-   , R$0.06 ,0.0%,0%," R$830,950 "," R$45,186 "," R$74,568 ","-R$29,382 ",0.05,-0.32, Empresa com Mais Caixa que Dívida , - , - ,"-R$16,464 "," R$31,584 "," R$50,438 "," R$100,358 ",-," R$105,101 ",50%,54%,0%,0%,0%,-,31/03/2022," R$1,243 ", 752 , Liquidez Moderada 
 Springs , ON , SGPS3 ," R$204,500 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Fios e tecidos ,-1.30,-75.1%,4.70,0.20,0.10,4.09, R$-   ,-R$3.07 ,0.0%,0%," R$990,441 "," R$1,005,913 "," R$199,765 "," R$806,148 ",1.02,3.70, Baixo Endividamento ," R$233,024 "," R$246,600 "," R$254,605 "," R$340,759 "," R$172,420 "," R$212,934 ",-2%," R$125,911 ",21%,26%,-14%,3%,-5%,2.01,31/12/2021, R$977 , 606 , Liquidez Baixa 
 Tecnisa , ON , TCSA3 ," R$193,618 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-1.20,-85.4%,-,0.30,1.20,2.63, R$-   ,-R$2.25 ,0.0%,0%," R$583,198 "," R$576,566 "," R$126,761 "," R$449,805 ",0.99,-, Baixo Endividamento ," R$263,866 ","-R$455,211 ","-R$464,405 ","-R$209,001 ","-R$204,252 ", - ,-,"-R$160,244 ",24%,N/D,-21%,-6%,-11%,1.71,31/03/2022," R$6,681 "," 5,906 ", Liquidez Moderada 
 Renova , ON , RNEW3 ," R$190,206 ",-,-,Micro Cap," Alerta, Prejuízo ", Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,-35.30,-2.8%,3.90,-0.30,1.90,1.90, R$-   ,-R$0.05 ,0.0%,0%,"-R$721,426 "," R$1,231,494 "," R$189,419 "," R$1,042,075 ",-1.71,3.31, Patrimônio Líquido Negativo ," R$558,685 ","-R$656,522 ","-R$776,113 ","-R$522,727 ","-R$546,429 "," R$313,253 ",-11%,"-R$246,326 ",-,N/D,,13%,0%,0.66,31/03/2022, R$800 ," 1,006 ", Liquidez Baixa 
 Renova , PN , RNEW4 ," R$190,206 ",-,-,Micro Cap," Alerta, Prejuízo ", Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,-29.20,-3.4%,3.90,-0.20,1.50,1.57, R$-   ,-R$0.05 ,0.0%,0%,"-R$721,426 "," R$1,231,494 "," R$189,419 "," R$1,042,075 ",-1.71,3.31, Patrimônio Líquido Negativo ," R$558,685 ","-R$656,522 ","-R$776,113 ","-R$522,727 ","-R$546,429 "," R$313,253 ",-11%,"-R$246,326 ",-,N/D,,13%,0%,0.75,31/03/2022," R$6,540 "," 7,306 ", Liquidez Moderada 
 Renova , UNT N2 , RNEW11 ," R$190,206 ",-,-,Micro Cap," Alerta, Prejuízo ", Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,-32.00,-3.1%,3.90,-0.30,1.70,5.16, R$-   ,-R$0.05 ,0.0%,0%,"-R$721,426 "," R$1,231,494 "," R$189,419 "," R$1,042,075 ",-1.71,3.31, Patrimônio Líquido Negativo ," R$558,685 ","-R$656,522 ","-R$776,113 ","-R$522,727 ","-R$546,429 "," R$313,253 ",-11%,"-R$246,326 ",-,N/D,,13%,0%,0.73,31/03/2022," R$1,025 ", 998 , Liquidez Moderada 
 Technos , ON , TECN3 ," R$185,915 ",-,-,Micro Cap, Crescimento , Novo Mercado , Consumo cíclico , Tecidos vestuário e calçados , Acessórios ,7.10,14.2%,-,0.60,0.60,2.52, R$0.08 , R$0.36 ,3.2%,23%," R$322,791 "," R$130,762 "," R$80,079 "," R$50,683 ",0.41,-, Baixo Endividamento ," R$45,330 "," R$21,867 "," R$9,269 "," R$8,380 ","-R$114,391 ", - ,-," R$12,878 ",-,N/D,9%,8%,4%,1.64,31/03/2022," R$8,917 "," 5,611 ", Liquidez Moderada 
 Pine , PN , PINE4 ," R$177,789 ",-,-,Micro Cap, Crescimento , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,24.60,4.1%,-,0.20,-,1.20, R$-   , R$0.05 ,0.0%,0%," R$830,409 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$154,042 ",-,N/D,1%,,0%,1.60,31/03/2022," R$1,095 ", 800 , Liquidez Moderada 
 Aco Altona , PN , EALT4 ," R$177,000 ",-,-,Micro Cap, Crescimento e Dividendos , Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,3.80,26.3%,4.00,0.80,0.40,7.00, R$1.26 , R$1.84 ,18.0%,68%," R$188,886 "," R$113,007 "," R$7,126 "," R$105,881 ",0.60,1.48, Baixo Endividamento ," R$18,543 "," R$12,790 "," R$57,679 "," R$30,090 "," R$37,245 "," R$70,521 ",31%," R$52,393 ",148%,511%,23%,10%,8%,0.91,31/03/2022, R$914 , 313 , Liquidez Baixa 
 Getninjas , ON , NINJ3 ," R$169,759 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-3.60,-27.7%,2.40,0.60,2.40,3.38, - ,-R$0.94 ,N/D,-," R$286,746 ", R$-   ," R$293,276 ","-R$293,276 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - , - ,"-R$6,932 ","-R$2,231 ","-R$51,708 ",-,"-R$33,026 ",-15%,1339%,,,-13%,-,31/12/2021," R$7,686 "," 10,302 ", Liquidez Moderada 
 Azevedo , ON , AZEV3 ," R$164,621 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Construção e engenharia , Construção pesada ,5.60,18.0%,4.00,1.60,1.10,3.51, R$-   , R$0.63 ,0.0%,0%," R$118,646 "," R$30,333 "," R$17,476 "," R$12,857 ",0.26,0.29, Baixo Endividamento ," R$14,180 ","-R$42,632 ","-R$70,854 ","-R$80,278 ","-R$18,603 "," R$44,534 ",26%,"-R$16,624 ",-727%,1475%,,7%,6%,1.23,31/03/2022, R$996 , 617 , Liquidez Baixa 
 Azevedo , PN , AZEV4 ," R$164,621 ",-,-,Micro Cap, Crescimento , Tradicional , Bens industriais , Construção e engenharia , Construção pesada ,4.40,22.7%,4.00,1.30,0.90,2.78, R$-   , R$0.63 ,0.0%,0%," R$118,646 "," R$30,333 "," R$17,476 "," R$12,857 ",0.26,0.29, Baixo Endividamento ," R$14,180 ","-R$42,632 ","-R$70,854 ","-R$80,278 ","-R$18,603 "," R$44,534 ",26%,"-R$16,624 ",-727%,1475%,,7%,6%,1.41,31/03/2022," R$3,974 "," 2,458 ", Liquidez Moderada 
 Inepar , ON , INEP3 ," R$152,102 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,0.10,895.7%,0.70,-0.10,5.90,0.87, R$-   , R$7.79 ,0.0%,0%,"-R$1,260,671 "," R$846,618 "," R$10,201 "," R$836,417 ",-0.67,0.59, Patrimônio Líquido Negativo ,"-R$208,101 ","-R$386,959 ","-R$127,026 ","-R$225,050 ", - ," R$1,426,351 ",-247%," R$107,687 ",18%,206%,,112%,86%,0.69,31/12/2021," R$5,580 "," 2,392 ", Liquidez Moderada 
 Inepar , PN , INEP4 ," R$152,102 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,0.10,885.5%,0.70,-0.10,6.00,0.88, R$-   , R$7.79 ,0.0%,0%,"-R$1,260,671 "," R$846,618 "," R$10,201 "," R$836,417 ",-0.67,0.59, Patrimônio Líquido Negativo ,"-R$208,101 ","-R$386,959 ","-R$127,026 ","-R$225,050 ", - ," R$1,426,351 ",-247%," R$107,687 ",18%,206%,,112%,86%,0.60,31/12/2021," R$1,701 "," 1,297 ", Liquidez Moderada 
 Viver , ON , VIVR3 ," R$135,758 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-2.00,-50.2%,-6.10,-0.70,1.70,0.95, R$-   ,-R$0.48 ,0.0%,0%,"-R$201,051 "," R$226,226 "," R$63,467 "," R$162,759 ",-1.13,-, Patrimônio Líquido Negativo ,"-R$153,727 ","-R$242,723 ","-R$94,666 ","-R$81,863 ","-R$161,489 ","-R$48,924 ",-20%,"-R$59,790 ",0%,-20%,,-29%,-18%,2.19,31/12/2021," R$14,600 "," 7,164 ", Liquidez Alta 
